№ п/п,Наименование организации,ИНН организации,ОГРН организации,Адрес места нахождения организации (юридический адрес),Адрес осуществления вида деятельности ,Регистраци-онный номер организации Серия лицензии Номер лицензии,"Дата выдачи лицензии (месяц, число, год)","Дата окончания действия лицензии (месяц, число, год)",Продленна лицензия,Основание и дата переоформления лицензии,"Дата приоста-новления действия лицензии (месяц, число, год)","Дата возобно-вления действия лицензии (месяц, число, год)","Дата прекра-щения действия лицензии (месяц, число, год)","Дата аннули-рования (месяц, число, год)",Дата прове-дения последней проверки,Примечание,,,,,,,
,,,,,"
1579/22 - 214001, г. Смоленск,  ул. Маршала Жукова, д. 16 (столовая № 1), без ограничений",,,,,09 ноября 2007    включение объекта,,,,,,,,,,,,,
,,,,,"
1579/23 - 216500, г. Рославль,  ул. Энергетиков, д. 18-а (магазин № 3), без ограничений.",,,,,09 ноября 2007    включение объекта,,,,,,,,,,,,,
,,,,,"1579/24 - 215111, Смоленская область, Вяземский район, д. Октябрьский, д. 5 (магазин № 29), без ограничений",,,,,09 ноября 2007    включение объекта,,,,,,,,,,,,,
16,"ФКП ""Управление торговли МВО""",7710315086,1027739220277,"103012, Московская область, г. Москва, ул. Павловская, д. 8","
1470/1 – 216117, Смоленская область, Краснинский район, п. Гусино (магазин), без ограничений.",№ 1470                         Г 679461,06 апреля 2007,06 апреля 2012,,,,,,,,,,,,,,,
,,,,,"
1470/2 – 216330, Смоленская область, г. Ельня, мкр. Кутузовский (магазин № 30), без ограничений.",,,,,,,,,,,,,,,,,,
,,,,,"
1470/3 – 216491, Смоленская область, Починковский район, п. Шаталова-1 (магазин № 18), без ограничений.",,,,,,,,,,,,,,,,,,
,,,,,"
1470/4 – 216491, Смоленская область, Починковский район, п. Шаталова-1 (столовая № 2), без ограничений.
",,,,,,,,,,,,,,,,,,
,,,,,"
1470/5 – 214000, Смоленская область, г Смоленск, ул. Ленина (кафе-бар «Комбат»), без ограничений.
",,,,,,,,,,,,,,,,,,
,,,,,"
1470/6 – 216450, Смоленская область, г. Починок, п. Елки (магазин № 11), без ограничений.",,,,,,,,,,,,,,,,,,
,,,,,"
1470/7 – 214030, Смоленская область, г. Смоленск, ул. Н. Неман, д. 35 (магазин с закусочной), без ограничений.",,,,,,,,,,,,,,,,,,
,,,,,"
1470/8 – 216491, Смоленская область, Починковский район, п. Шаталово-1 (кафе «Пельменная»), без ограничений.
",,,,,,,,,,,,,,,,,,
,,,,,"
1470/9 – 214027, Смоленская область, Смоленский район, д. Н. Батеки (магазин № 7), без ограничений.",,,,,,,,,,,,,,,,,,
,,,,,"
1470/10 – 214022, Смоленская область, г. Смоленск, п. Красный бор (магазин № 8), без ограничений.",,,,,,,,,,,,,,,,,,
,,,,,"
1470/11 – 214022, Смоленская область, г. Смоленск, п. Красный бор (магазин № 12), без ограничений.",,,,,,,,,,,,,,,,,,
,,,,,"
1470/12 – 214503, Смоленская область, Смоленский район, д. Хохлова (магазин № 26), без ограничений.",,,,,,,,,,,,,,,,,,
17,"ООО ""АРИС-Н""",5031036616,1035006103131,"142400, Московская область, г. Ногинск, 47 км автодороги Москва-Нижний Новгород","Смоленская область, Смоленский район, 415 км а/д Москва-Минск, АЗС (магазин), без ограничений",№ 1431                 Г 679410,22 января 2007,по 22 января 2012,,,,,,,,,,,,,,,
,,,,,"Смоленская область, Смоленский район, 415 км а/д Москва-Минск, АЗС (кафе-бар)",,,,,,,,,,,,,,,,,,
,,,,,"Смоленская область, 173 км а/д Москва-Минск, АЗС № 960 (магазин)",,,,,,,,,,,,,,,,,,
,,,,,"Смоленская область, Краснинский район, 453 км а/д Москва-Минск, АЗС № 691 (левая сторона) (магазин), без ограничений",,,,,,,,,,,,,,,,,,
18,"ЗАО ""Корпорация ""ГРИНН""",4629045050,1024600949185,"302010, Орловская область, г. Орел, Кромское шоссе, д. 4","214012, Смоленская область, г. Смоленск, ул. Кашена, д. 13-а (гипермаркет), без ограничений",№ 2029                Б 004982,06 июля 2011,до 06 июля 2016,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
