ИНН из файла,Тип найденного клиента из КС,Название из КС,ИНН из КС,КПП из КС,СЦ по продукту Контур-Экстерн,СЦ по РАР,Статус,Регион СЦ,Горе,,,,
7721557915,не найдено,,,,,нет,нет,,,,,,
7721558531,не найдено,,,,,нет,нет,,,,,,
7721560298,не найдено,,,,,нет,нет,,,,,,
7721562231,не найдено,,,,,нет,нет,,,,,,
7721563034,не найдено,,,,,нет,нет,,,,,,
7721566780,не найдено,,,,,нет,нет,,,,,,
7721570698,не найдено,,,,,нет,нет,,,,,,
7721571331,не найдено,,,,,нет,нет,,,,,,
7721580939,не найдено,,,,,нет,нет,,,,,,
7721581259,не найдено,,,,,нет,нет,,,,,,
7721592814,не найдено,,,,,нет,нет,,,,,,
7721593790,не найдено,,,,,нет,нет,,,,,,
7721596311,не найдено,,,,,нет,нет,,,,,,
7721596470,не найдено,,,,,нет,нет,,,,,,
7721599873,не найдено,,,,,нет,нет,,,,,,
7721600399,не найдено,,,,,нет,нет,,,,,,
7721601385,не найдено,,,,,нет,нет,,,,,,
7721609458,не найдено,,,,,нет,нет,,,,,,
7721610478,не найдено,,,,,нет,нет,,,,,,
7721612411,не найдено,,,,,нет,нет,,,,,,
7721613782,не найдено,,,,,нет,нет,,,,,,
7721615074,не найдено,,,,,нет,нет,,,,,,
7721616166,не найдено,,,,,нет,нет,,,,,,
7721618734,не найдено,,,,,нет,нет,,,,,,
7721621825,не найдено,,,,,нет,нет,,,,,,
7721624512,не найдено,,,,,нет,нет,,,,,,
7721632979,не найдено,,,,,нет,нет,,,,,,
7721660969,не найдено,,,,,нет,нет,,,,,,
7721661930,не найдено,,,,,нет,нет,,,,,,
7721662740,не найдено,,,,,нет,нет,,,,,,
7721666431,не найдено,,,,,нет,нет,,,,,,
7721667971,не найдено,,,,,нет,нет,,,,,,
7721668076,не найдено,,,,,нет,нет,,,,,,
7721670847,не найдено,,,,,нет,нет,,,,,,
7721674665,не найдено,,,,,нет,нет,,,,,,
7721679430,не найдено,,,,,нет,нет,,,,,,
7721680997,не найдено,,,,,нет,нет,,,,,,
7721682070,не найдено,,,,,нет,нет,,,,,,
7721682521,не найдено,,,,,нет,нет,,,,,,
7721685258,не найдено,,,,,нет,нет,,,,,,
7721685473,не найдено,,,,,нет,нет,,,,,,
7721686766,не найдено,,,,,нет,нет,,,,,,
7721686879,не найдено,,,,,нет,нет,,,,,,
7721687174,не найдено,,,,,нет,нет,,,,,,
7721688241,не найдено,,,,,нет,нет,,,,,,
7721705070,не найдено,,,,,нет,нет,,,,,,
7721705352,не найдено,,,,,нет,нет,,,,,,
7721709653,не найдено,,,,,нет,нет,,,,,,
7721709879,не найдено,,,,,нет,нет,,,,,,
7721710874,не найдено,,,,,нет,нет,,,,,,
7721714131,не найдено,,,,,нет,нет,,,,,,
7721714572,не найдено,,,,,нет,нет,,,,,,
7721723658,не найдено,,,,,нет,нет,,,,,,
7721724122,не найдено,,,,,нет,нет,,,,,,
7721730165,не найдено,,,,,нет,нет,,,,,,
7721731987,не найдено,,,,,нет,нет,,,,,,
7721735607,не найдено,,,,,нет,нет,,,,,,
7721737107,не найдено,,,,,нет,нет,,,,,,
7721738534,не найдено,,,,,нет,нет,,,,,,
7721738608,не найдено,,,,,нет,нет,,,,,,
7721747546,не найдено,,,,,нет,нет,,,,,,
7721755730,не найдено,,,,,нет,нет,,,,,,
7722012400,не найдено,,,,,нет,нет,,,,,,
7722012865,не найдено,,,,,нет,нет,,,,,,
7722013160,не найдено,,,,,нет,нет,,,,,,
7722015986,не найдено,,,,,нет,нет,,,,,,
7722017006,не найдено,,,,,нет,нет,,,,,,
7722019540,не найдено,,,,,нет,нет,,,,,,
7722020270,не найдено,,,,,нет,нет,,,,,,
7722065031,не найдено,,,,,нет,нет,,,,,,
7722066275,не найдено,,,,,нет,нет,,,,,,
7722094113,не найдено,,,,,нет,нет,,,,,,
7722111915,не найдено,,,,,нет,нет,,,,,,
7722133010,не найдено,,,,,нет,нет,,,,,,
7722138466,не найдено,,,,,нет,нет,,,,,,
7722139269,не найдено,,,,,нет,нет,,,,,,
7722143917,не найдено,,,,,нет,нет,,,,,,
7722146153,не найдено,,,,,нет,нет,,,,,,
7722150801,не найдено,,,,,нет,нет,,,,,,
7722154620,не найдено,,,,,нет,нет,,,,,,
7722155729,не найдено,,,,,нет,нет,,,,,,
7722168020,не найдено,,,,,нет,нет,,,,,,
7722178557,не найдено,,,,,нет,нет,,,,,,
7722190762,не найдено,,,,,нет,нет,,,,,,
7722190995,не найдено,,,,,нет,нет,,,,,,
7722207737,не найдено,,,,,нет,нет,,,,,,
7722223175,не найдено,,,,,нет,нет,,,,,,
7722233582,не найдено,,,,,нет,нет,,,,,,
7722259598,не найдено,,,,,нет,нет,,,,,,
7722260787,не найдено,,,,,нет,нет,,,,,,
7722262784,не найдено,,,,,нет,нет,,,,,,
7722273786,не найдено,,,,,нет,нет,,,,,,
7722278343,не найдено,,,,,нет,нет,,,,,,
7722279971,не найдено,,,,,нет,нет,,,,,,
7722291055,не найдено,,,,,нет,нет,,,,,,
7722303078,не найдено,,,,,нет,нет,,,,,,
7722304258,не найдено,,,,,нет,нет,,,,,,
7722500326,не найдено,,,,,нет,нет,,,,,,
7722502210,не найдено,,,,,нет,нет,,,,,,
7722519856,не найдено,,,,,нет,нет,,,,,,
7722538619,не найдено,,,,,нет,нет,,,,,,
7722547268,не найдено,,,,,нет,нет,,,,,,
7722547839,не найдено,,,,,нет,нет,,,,,,
7722559993,не найдено,,,,,нет,нет,,,,,,
7722564993,не найдено,,,,,нет,нет,,,,,,
7722577255,не найдено,,,,,нет,нет,,,,,,
7722577777,не найдено,,,,,нет,нет,,,,,,
7722578080,не найдено,,,,,нет,нет,,,,,,
7722583114,не найдено,,,,,нет,нет,,,,,,
7722583153,не найдено,,,,,нет,нет,,,,,,
7722584301,не найдено,,,,,нет,нет,,,,,,
7722602173,не найдено,,,,,нет,нет,,,,,,
7722603459,не найдено,,,,,нет,нет,,,,,,
7722604100,не найдено,,,,,нет,нет,,,,,,
7722609267,не найдено,,,,,нет,нет,,,,,,
7722615260,не найдено,,,,,нет,нет,,,,,,
7722620567,не найдено,,,,,нет,нет,,,,,,
7722627210,не найдено,,,,,нет,нет,,,,,,
7722638469,не найдено,,,,,нет,нет,,,,,,
7722643532,не найдено,,,,,нет,нет,,,,,,
7722643701,не найдено,,,,,нет,нет,,,,,,
7722646364,не найдено,,,,,нет,нет,,,,,,
7722657398,не найдено,,,,,нет,нет,,,,,,
7722682725,не найдено,,,,,нет,нет,,,,,,
7722688519,не найдено,,,,,нет,нет,,,,,,
7722688766,не найдено,,,,,нет,нет,,,,,,
7722689304,не найдено,,,,,нет,нет,,,,,,
7722694350,не найдено,,,,,нет,нет,,,,,,
7722696703,не найдено,,,,,нет,нет,,,,,,
7722700269,не найдено,,,,,нет,нет,,,,,,
7722700766,не найдено,,,,,нет,нет,,,,,,
7722702883,не найдено,,,,,нет,нет,,,,,,
7722723587,не найдено,,,,,нет,нет,,,,,,
7722727574,не найдено,,,,,нет,нет,,,,,,
7722729109,не найдено,,,,,нет,нет,,,,,,
7722733867,не найдено,,,,,нет,нет,,,,,,
7722738142,не найдено,,,,,нет,нет,,,,,,
7722739717,не найдено,,,,,нет,нет,,,,,,
7722743907,не найдено,,,,,нет,нет,,,,,,
7722746619,не найдено,,,,,нет,нет,,,,,,
7722747267,не найдено,,,,,нет,нет,,,,,,
7722754419,не найдено,,,,,нет,нет,,,,,,
7723000830,не найдено,,,,,нет,нет,,,,,,
7723013283,не найдено,,,,,нет,нет,,,,,,
7723015883,не найдено,,,,,нет,нет,,,,,,
7723017111,не найдено,,,,,нет,нет,,,,,,
7723020146,не найдено,,,,,нет,нет,,,,,,
7723024609,не найдено,,,,,нет,нет,,,,,,
7723043351,не найдено,,,,,нет,нет,,,,,,
7723078763,не найдено,,,,,нет,нет,,,,,,
7723087214,не найдено,,,,,нет,нет,,,,,,
7723111890,не найдено,,,,,нет,нет,,,,,,
7723114980,не найдено,,,,,нет,нет,,,,,,
7723115528,не найдено,,,,,нет,нет,,,,,,
7723126840,не найдено,,,,,нет,нет,,,,,,
7723128566,не найдено,,,,,нет,нет,,,,,,
7723128781,не найдено,,,,,нет,нет,,,,,,
7723136415,не найдено,,,,,нет,нет,,,,,,
7723137088,не найдено,,,,,нет,нет,,,,,,
7723139293,не найдено,,,,,нет,нет,,,,,,
7723143490,не найдено,,,,,нет,нет,,,,,,
7723161919,не найдено,,,,,нет,нет,,,,,,
7723162905,не найдено,,,,,нет,нет,,,,,,
7723168551,не найдено,,,,,нет,нет,,,,,,
7723168801,не найдено,,,,,нет,нет,,,,,,
7723183493,не найдено,,,,,нет,нет,,,,,,
7723302905,не найдено,,,,,нет,нет,,,,,,
7723303144,не найдено,,,,,нет,нет,,,,,,
7723325116,не найдено,,,,,нет,нет,,,,,,
7723328300,не найдено,,,,,нет,нет,,,,,,
7723329495,не найдено,,,,,нет,нет,,,,,,
7723344415,не найдено,,,,,нет,нет,,,,,,
7723509297,не найдено,,,,,нет,нет,,,,,,
7723509875,не найдено,,,,,нет,нет,,,,,,
7723510662,не найдено,,,,,нет,нет,,,,,,
7723515621,не найдено,,,,,нет,нет,,,,,,
7723517033,не найдено,,,,,нет,нет,,,,,,
7723523213,не найдено,,,,,нет,нет,,,,,,
7723528451,не найдено,,,,,нет,нет,,,,,,
7723533927,не найдено,,,,,нет,нет,,,,,,
7723535730,не найдено,,,,,нет,нет,,,,,,
7723543594,не найдено,,,,,нет,нет,,,,,,
7723548602,не найдено,,,,,нет,нет,,,,,,
7723549109,не найдено,,,,,нет,нет,,,,,,
7723549412,не найдено,,,,,нет,нет,,,,,,
7723551764,не найдено,,,,,нет,нет,,,,,,
7723551771,не найдено,,,,,нет,нет,,,,,,
7723555504,не найдено,,,,,нет,нет,,,,,,
7723558400,не найдено,,,,,нет,нет,,,,,,
7723559570,не найдено,,,,,нет,нет,,,,,,
7723559731,не найдено,,,,,нет,нет,,,,,,
7723560007,не найдено,,,,,нет,нет,,,,,,
7723562491,не найдено,,,,,нет,нет,,,,,,
7723562540,не найдено,,,,,нет,нет,,,,,,
7723562886,не найдено,,,,,нет,нет,,,,,,
7723562950,не найдено,,,,,нет,нет,,,,,,
7723563093,не найдено,,,,,нет,нет,,,,,,
7723563791,не найдено,,,,,нет,нет,,,,,,
7723563939,не найдено,,,,,нет,нет,,,,,,
7723564731,не найдено,,,,,нет,нет,,,,,,
7723564795,не найдено,,,,,нет,нет,,,,,,
7723565164,не найдено,,,,,нет,нет,,,,,,
7723565686,не найдено,,,,,нет,нет,,,,,,
7723565887,не найдено,,,,,нет,нет,,,,,,
7723566369,не найдено,,,,,нет,нет,,,,,,
7723566930,не найдено,,,,,нет,нет,,,,,,
7723567186,не найдено,,,,,нет,нет,,,,,,
7723567330,не найдено,,,,,нет,нет,,,,,,
7723567732,не найдено,,,,,нет,нет,,,,,,
7723567919,не найдено,,,,,нет,нет,,,,,,
7723569909,не найдено,,,,,нет,нет,,,,,,
7723570044,не найдено,,,,,нет,нет,,,,,,
7723572203,не найдено,,,,,нет,нет,,,,,,
7723573422,не найдено,,,,,нет,нет,,,,,,
7723575035,не найдено,,,,,нет,нет,,,,,,
7723577508,не найдено,,,,,нет,нет,,,,,,
7723578149,не найдено,,,,,нет,нет,,,,,,
7723579840,не найдено,,,,,нет,нет,,,,,,
7723586069,не найдено,,,,,нет,нет,,,,,,
7723586492,не найдено,,,,,нет,нет,,,,,,
7723588404,не найдено,,,,,нет,нет,,,,,,
7723594165,не найдено,,,,,нет,нет,,,,,,
7723594912,не найдено,,,,,нет,нет,,,,,,
7723607512,не найдено,,,,,нет,нет,,,,,,
7723608629,не найдено,,,,,нет,нет,,,,,,
7723608675,не найдено,,,,,нет,нет,,,,,,
7723608932,не найдено,,,,,нет,нет,,,,,,
7723609929,не найдено,,,,,нет,нет,,,,,,
7723611325,не найдено,,,,,нет,нет,,,,,,
7723617077,не найдено,,,,,нет,нет,,,,,,
7723619395,не найдено,,,,,нет,нет,,,,,,
7723624050,не найдено,,,,,нет,нет,,,,,,
7723627974,не найдено,,,,,нет,нет,,,,,,
7723632090,не найдено,,,,,нет,нет,,,,,,
7723645437,не найдено,,,,,нет,нет,,,,,,
7723653639,не найдено,,,,,нет,нет,,,,,,
7723663838,не найдено,,,,,нет,нет,,,,,,
7723674438,не найдено,,,,,нет,нет,,,,,,
7723679316,не найдено,,,,,нет,нет,,,,,,
7723682365,не найдено,,,,,нет,нет,,,,,,
7723685775,не найдено,,,,,нет,нет,,,,,,
7723690084,не найдено,,,,,нет,нет,,,,,,
7723703103,не найдено,,,,,нет,нет,,,,,,
7723712637,не найдено,,,,,нет,нет,,,,,,
7723715250,не найдено,,,,,нет,нет,,,,,,
7723715780,не найдено,,,,,нет,нет,,,,,,
7723720758,не найдено,,,,,нет,нет,,,,,,
7723721568,не найдено,,,,,нет,нет,,,,,,
7723722280,не найдено,,,,,нет,нет,,,,,,
7723722473,не найдено,,,,,нет,нет,,,,,,
7723725611,не найдено,,,,,нет,нет,,,,,,
7723727270,не найдено,,,,,нет,нет,,,,,,
7723735715,не найдено,,,,,нет,нет,,,,,,
7723737529,не найдено,,,,,нет,нет,,,,,,
7723739879,не найдено,,,,,нет,нет,,,,,,
7723743547,не найдено,,,,,нет,нет,,,,,,
7723745093,не найдено,,,,,нет,нет,,,,,,
7723747051,не найдено,,,,,нет,нет,,,,,,
7723750713,не найдено,,,,,нет,нет,,,,,,
7723752076,не найдено,,,,,нет,нет,,,,,,
7723753087,не найдено,,,,,нет,нет,,,,,,
7723760849,не найдено,,,,,нет,нет,,,,,,
7723763624,не найдено,,,,,нет,нет,,,,,,
7723764226,не найдено,,,,,нет,нет,,,,,,
7723765808,не найдено,,,,,нет,нет,,,,,,
7723769175,не найдено,,,,,нет,нет,,,,,,
7723773943,не найдено,,,,,нет,нет,,,,,,
7723781060,не найдено,,,,,нет,нет,,,,,,
7723782585,не найдено,,,,,нет,нет,,,,,,
7723786967,не найдено,,,,,нет,нет,,,,,,
7723790787,не найдено,,,,,нет,нет,,,,,,
7723791050,не найдено,,,,,нет,нет,,,,,,
7723799483,не найдено,,,,,нет,нет,,,,,,
7723799691,не найдено,,,,,нет,нет,,,,,,
7723799892,не найдено,,,,,нет,нет,,,,,,
7723805056,не найдено,,,,,нет,нет,,,,,,
7723808071,не найдено,,,,,нет,нет,,,,,,
7723812550,не найдено,,,,,нет,нет,,,,,,
7723826289,не найдено,,,,,нет,нет,,,,,,
7724000689,не найдено,,,,,нет,нет,,,,,,
7724008060,не найдено,,,,,нет,нет,,,,,,
7724009829,не найдено,,,,,нет,нет,,,,,,
7724010207,не найдено,,,,,нет,нет,,,,,,
7724014385,не найдено,,,,,нет,нет,,,,,,
7724014522,не найдено,,,,,нет,нет,,,,,,
7724015195,не найдено,,,,,нет,нет,,,,,,
7724020653,не найдено,,,,,нет,нет,,,,,,
7724020692,не найдено,,,,,нет,нет,,,,,,
7724023622,не найдено,,,,,нет,нет,,,,,,
7724028236,не найдено,,,,,нет,нет,,,,,,
7724028412,не найдено,,,,,нет,нет,,,,,,
7724029399,не найдено,,,,,нет,нет,,,,,,
7724030059,не найдено,,,,,нет,нет,,,,,,
7724043330,не найдено,,,,,нет,нет,,,,,,
7724045055,не найдено,,,,,нет,нет,,,,,,
7724057526,не найдено,,,,,нет,нет,,,,,,
7724072926,не найдено,,,,,нет,нет,,,,,,
7724075959,не найдено,,,,,нет,нет,,,,,,
7724086608,не найдено,,,,,нет,нет,,,,,,
7724090523,не найдено,,,,,нет,нет,,,,,,
7724095754,не найдено,,,,,нет,нет,,,,,,
7724102419,не найдено,,,,,нет,нет,,,,,,
7724165232,не найдено,,,,,нет,нет,,,,,,
7724172825,не найдено,,,,,нет,нет,,,,,,
7724186306,не найдено,,,,,нет,нет,,,,,,
7724189201,не найдено,,,,,нет,нет,,,,,,
7724191271,не найдено,,,,,нет,нет,,,,,,
7724203978,не найдено,,,,,нет,нет,,,,,,
7724205830,не найдено,,,,,нет,нет,,,,,,
7724206859,не найдено,,,,,нет,нет,,,,,,
7724209401,не найдено,,,,,нет,нет,,,,,,
7724211672,не найдено,,,,,нет,нет,,,,,,
7724213292,не найдено,,,,,нет,нет,,,,,,
7724214440,не найдено,,,,,нет,нет,,,,,,
7724215469,не найдено,,,,,нет,нет,,,,,,
7724215719,не найдено,,,,,нет,нет,,,,,,
7724221222,не найдено,,,,,нет,нет,,,,,,
7724223766,не найдено,,,,,нет,нет,,,,,,
7724238089,не найдено,,,,,нет,нет,,,,,,
7724243441,не найдено,,,,,нет,нет,,,,,,
7724243995,не найдено,,,,,нет,нет,,,,,,
7724246040,не найдено,,,,,нет,нет,,,,,,
7724250368,не найдено,,,,,нет,нет,,,,,,
7724251234,не найдено,,,,,нет,нет,,,,,,
7724260447,не найдено,,,,,нет,нет,,,,,,
7724262613,не найдено,,,,,нет,нет,,,,,,
7724264346,не найдено,,,,,нет,нет,,,,,,
7724264385,не найдено,,,,,нет,нет,,,,,,
7724276310,не найдено,,,,,нет,нет,,,,,,
7724293227,не найдено,,,,,нет,нет,,,,,,
7724294238,не найдено,,,,,нет,нет,,,,,,
7724500699,не найдено,,,,,нет,нет,,,,,,
7724536423,не найдено,,,,,нет,нет,,,,,,
7724538300,не найдено,,,,,нет,нет,,,,,,
7724538981,не найдено,,,,,нет,нет,,,,,,
7724543565,не найдено,,,,,нет,нет,,,,,,
7724547633,не найдено,,,,,нет,нет,,,,,,
7724555497,не найдено,,,,,нет,нет,,,,,,
7724566989,не найдено,,,,,нет,нет,,,,,,
7724568873,не найдено,,,,,нет,нет,,,,,,
7724572005,не найдено,,,,,нет,нет,,,,,,
7724574115,не найдено,,,,,нет,нет,,,,,,
7724574570,не найдено,,,,,нет,нет,,,,,,
7724574789,не найдено,,,,,нет,нет,,,,,,
7724574806,не найдено,,,,,нет,нет,,,,,,
7724575038,не найдено,,,,,нет,нет,,,,,,
7724575630,не найдено,,,,,нет,нет,,,,,,
7724576264,не найдено,,,,,нет,нет,,,,,,
7724577772,не найдено,,,,,нет,нет,,,,,,
7724578293,не найдено,,,,,нет,нет,,,,,,
7724578663,не найдено,,,,,нет,нет,,,,,,
7724578938,не найдено,,,,,нет,нет,,,,,,
7724579057,не найдено,,,,,нет,нет,,,,,,
7724587996,не найдено,,,,,нет,нет,,,,,,
7724601129,не найдено,,,,,нет,нет,,,,,,
7724603905,не найдено,,,,,нет,нет,,,,,,
7724615788,не найдено,,,,,нет,нет,,,,,,
7724622640,не найдено,,,,,нет,нет,,,,,,
7724627617,не найдено,,,,,нет,нет,,,,,,
7724636273,не найдено,,,,,нет,нет,,,,,,
7724648367,не найдено,,,,,нет,нет,,,,,,
7724658622,не найдено,,,,,нет,нет,,,,,,
7724658943,не найдено,,,,,нет,нет,,,,,,
7724659947,не найдено,,,,,нет,нет,,,,,,
7724663693,не найдено,,,,,нет,нет,,,,,,
7724667666,не найдено,,,,,нет,нет,,,,,,
7724672105,не найдено,,,,,нет,нет,,,,,,
7724675138,не найдено,,,,,нет,нет,,,,,,
7724675226,не найдено,,,,,нет,нет,,,,,,
7724676798,не найдено,,,,,нет,нет,,,,,,
7724700747,не найдено,,,,,нет,нет,,,,,,
7724701405,не найдено,,,,,нет,нет,,,,,,
7724702663,не найдено,,,,,нет,нет,,,,,,
7724705784,не найдено,,,,,нет,нет,,,,,,
7724707799,не найдено,,,,,нет,нет,,,,,,
7724709066,не найдено,,,,,нет,нет,,,,,,
7724709612,не найдено,,,,,нет,нет,,,,,,
7724710167,не найдено,,,,,нет,нет,,,,,,
7724711643,не найдено,,,,,нет,нет,,,,,,
7724711812,не найдено,,,,,нет,нет,,,,,,
7724717236,не найдено,,,,,нет,нет,,,,,,
7724737472,не найдено,,,,,нет,нет,,,,,,
7724741246,не найдено,,,,,нет,нет,,,,,,
7724744790,не найдено,,,,,нет,нет,,,,,,
7724747093,не найдено,,,,,нет,нет,,,,,,
7724752777,не найдено,,,,,нет,нет,,,,,,
7724754630,не найдено,,,,,нет,нет,,,,,,
7724755270,не найдено,,,,,нет,нет,,,,,,
7724758560,не найдено,,,,,нет,нет,,,,,,
7724759772,не найдено,,,,,нет,нет,,,,,,
7724766473,не найдено,,,,,нет,нет,,,,,,
7724773801,не найдено,,,,,нет,нет,,,,,,
7724775301,не найдено,,,,,нет,нет,,,,,,
7724781464,не найдено,,,,,нет,нет,,,,,,
7724781827,не найдено,,,,,нет,нет,,,,,,
7724792089,не найдено,,,,,нет,нет,,,,,,
7724795795,не найдено,,,,,нет,нет,,,,,,
7724798860,не найдено,,,,,нет,нет,,,,,,
7725002343,не найдено,,,,,нет,нет,,,,,,
7725008401,не найдено,,,,,нет,нет,,,,,,
7725008465,не найдено,,,,,нет,нет,,,,,,
7725008472,не найдено,,,,,нет,нет,,,,,,
7725009028,не найдено,,,,,нет,нет,,,,,,
7725009162,не найдено,,,,,нет,нет,,,,,,
7725009652,не найдено,,,,,нет,нет,,,,,,
7725016628,не найдено,,,,,нет,нет,,,,,,
7725016642,не найдено,,,,,нет,нет,,,,,,
7725021709,не найдено,,,,,нет,нет,,,,,,
7725024749,не найдено,,,,,нет,нет,,,,,,
7725027108,не найдено,,,,,нет,нет,,,,,,
7725032651,не найдено,,,,,нет,нет,,,,,,
7725032845,не найдено,,,,,нет,нет,,,,,,
7725033221,не найдено,,,,,нет,нет,,,,,,
7725041631,не найдено,,,,,нет,нет,,,,,,
7725054430,не найдено,,,,,нет,нет,,,,,,
7725058138,не найдено,,,,,нет,нет,,,,,,
7725066192,не найдено,,,,,нет,нет,,,,,,
7725084314,не найдено,,,,,нет,нет,,,,,,
7725090533,не найдено,,,,,нет,нет,,,,,,
7725096373,не найдено,,,,,нет,нет,,,,,,
7725099494,не найдено,,,,,нет,нет,,,,,,
7725100830,не найдено,,,,,нет,нет,,,,,,
7725100943,не найдено,,,,,нет,нет,,,,,,
7725112233,не найдено,,,,,нет,нет,,,,,,
7725112272,не найдено,,,,,нет,нет,,,,,,
7725113220,не найдено,,,,,нет,нет,,,,,,
7725124493,не найдено,,,,,нет,нет,,,,,,
7725125024,не найдено,,,,,нет,нет,,,,,,
7725141636,не найдено,,,,,нет,нет,,,,,,
7725142012,не найдено,,,,,нет,нет,,,,,,
7725142774,не найдено,,,,,нет,нет,,,,,,
7725142799,не найдено,,,,,нет,нет,,,,,,
7725149466,не найдено,,,,,нет,нет,,,,,,
7725149473,не найдено,,,,,нет,нет,,,,,,
7725156946,не найдено,,,,,нет,нет,,,,,,
7725176332,не найдено,,,,,нет,нет,,,,,,
7725192408,не найдено,,,,,нет,нет,,,,,,
7725193962,не найдено,,,,,нет,нет,,,,,,
7725202776,не найдено,,,,,нет,нет,,,,,,
7725202984,не найдено,,,,,нет,нет,,,,,,
7725205061,не найдено,,,,,нет,нет,,,,,,
7725215655,не найдено,,,,,нет,нет,,,,,,
7725222557,не найдено,,,,,нет,нет,,,,,,
7725229111,не найдено,,,,,нет,нет,,,,,,
7725229986,не найдено,,,,,нет,нет,,,,,,
7725230565,не найдено,,,,,нет,нет,,,,,,
7725236341,не найдено,,,,,нет,нет,,,,,,
7725500902,не найдено,,,,,нет,нет,,,,,,
7725501624,не найдено,,,,,нет,нет,,,,,,
7725504375,не найдено,,,,,нет,нет,,,,,,
7725518240,не найдено,,,,,нет,нет,,,,,,
7725531682,не найдено,,,,,нет,нет,,,,,,
7725534179,не найдено,,,,,нет,нет,,,,,,
7725535180,не найдено,,,,,нет,нет,,,,,,
7725543550,не найдено,,,,,нет,нет,,,,,,
7725546801,не найдено,,,,,нет,нет,,,,,,
7725552770,не найдено,,,,,нет,нет,,,,,,
7725553870,не найдено,,,,,нет,нет,,,,,,
7725555901,не найдено,,,,,нет,нет,,,,,,
7725557560,не найдено,,,,,нет,нет,,,,,,
7725557730,не найдено,,,,,нет,нет,,,,,,
7725558797,не найдено,,,,,нет,нет,,,,,,
7725559991,не найдено,,,,,нет,нет,,,,,,
7725564293,не найдено,,,,,нет,нет,,,,,,
7725567978,не найдено,,,,,нет,нет,,,,,,
7725570191,не найдено,,,,,нет,нет,,,,,,
7725570554,не найдено,,,,,нет,нет,,,,,,
7725572960,не найдено,,,,,нет,нет,,,,,,
7725576281,не найдено,,,,,нет,нет,,,,,,
7725586931,не найдено,,,,,нет,нет,,,,,,
7725599715,не найдено,,,,,нет,нет,,,,,,
7725606680,не найдено,,,,,нет,нет,,,,,,
7725620318,не найдено,,,,,нет,нет,,,,,,
7725622308,не найдено,,,,,нет,нет,,,,,,
7725633892,не найдено,,,,,нет,нет,,,,,,
7725640642,не найдено,,,,,нет,нет,,,,,,
7725643259,не найдено,,,,,нет,нет,,,,,,
7725644534,не найдено,,,,,нет,нет,,,,,,
7725648112,не найдено,,,,,нет,нет,,,,,,
7725649412,не найдено,,,,,нет,нет,,,,,,
7725649839,не найдено,,,,,нет,нет,,,,,,
7725650263,не найдено,,,,,нет,нет,,,,,,
7725650520,не найдено,,,,,нет,нет,,,,,,
7725650915,не найдено,,,,,нет,нет,,,,,,
7725651796,не найдено,,,,,нет,нет,,,,,,
7725652694,не найдено,,,,,нет,нет,,,,,,
7725664185,не найдено,,,,,нет,нет,,,,,,
7725666337,не найдено,,,,,нет,нет,,,,,,
7725666721,не найдено,,,,,нет,нет,,,,,,
7725667267,не найдено,,,,,нет,нет,,,,,,
7725669659,не найдено,,,,,нет,нет,,,,,,
7725673260,не найдено,,,,,нет,нет,,,,,,
7725674112,не найдено,,,,,нет,нет,,,,,,
7725678163,не найдено,,,,,нет,нет,,,,,,
7725681783,не найдено,,,,,нет,нет,,,,,,
7725684583,не найдено,,,,,нет,нет,,,,,,
7725686492,не найдено,,,,,нет,нет,,,,,,
7725687369,не найдено,,,,,нет,нет,,,,,,
7725697110,не найдено,,,,,нет,нет,,,,,,
7725697906,не найдено,,,,,нет,нет,,,,,,
7725700919,не найдено,,,,,нет,нет,,,,,,
7725702627,не найдено,,,,,нет,нет,,,,,,
7725714566,не найдено,,,,,нет,нет,,,,,,
7725718031,не найдено,,,,,нет,нет,,,,,,
7725724162,не найдено,,,,,нет,нет,,,,,,
7725727501,не найдено,,,,,нет,нет,,,,,,
7725732371,не найдено,,,,,нет,нет,,,,,,
7725742482,не найдено,,,,,нет,нет,,,,,,
7726006372,не найдено,,,,,нет,нет,,,,,,
7726026812,не найдено,,,,,нет,нет,,,,,,
7726028200,не найдено,,,,,нет,нет,,,,,,
7726029186,не найдено,,,,,нет,нет,,,,,,
7726040260,не найдено,,,,,нет,нет,,,,,,
7726043952,не найдено,,,,,нет,нет,,,,,,
7726052820,не найдено,,,,,нет,нет,,,,,,
7726057730,не найдено,,,,,нет,нет,,,,,,
7726059423,не найдено,,,,,нет,нет,,,,,,
7726062088,не найдено,,,,,нет,нет,,,,,,
7726062313,не найдено,,,,,нет,нет,,,,,,
7726071981,не найдено,,,,,нет,нет,,,,,,
7726076179,не найдено,,,,,нет,нет,,,,,,
7726077239,не найдено,,,,,нет,нет,,,,,,
7726085134,не найдено,,,,,нет,нет,,,,,,
7726187979,не найдено,,,,,нет,нет,,,,,,
7726189486,не найдено,,,,,нет,нет,,,,,,
7726189550,не найдено,,,,,нет,нет,,,,,,
7726190516,не найдено,,,,,нет,нет,,,,,,
7726193563,не найдено,,,,,нет,нет,,,,,,
7726193901,не найдено,,,,,нет,нет,,,,,,
7726210064,не найдено,,,,,нет,нет,,,,,,
7726217990,не найдено,,,,,нет,нет,,,,,,
7726227928,не найдено,,,,,нет,нет,,,,,,
7726228150,не найдено,,,,,нет,нет,,,,,,
7726228350,не найдено,,,,,нет,нет,,,,,,
7726244779,не найдено,,,,,нет,нет,,,,,,
