"СВЕДЕНИЯ ИЗ РЕЕСТРА ДЕЙСТВУЮЩИХ ЛИЦЕНЗИЙ на розничную продажу алкогольной продукции от 3 июля 2012 г., необходимые для регистрации личных кабинетов организациями, осуществляющими розничную продажу алкогольной продукции в региональной системе приема деклараций.",,,,,,,
,,,,,,,
,Предприятие :,ООО,"""Салон.Новое время""",Руководитель,Давыдова Ольга Михайловна,,
,"Россия, г.Орел, ул.Советская, д.17",Телефон:,47-09-69,Жел,ИНН,5751024149,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,61,9/21/2007,9/21/2012,Кол-во объектов,1,
,Наименование объекта,Адрес объекта,,,,,
,"Кафе ""Гурман""","Орловская область, г.Орел, ул.Советская, д.17, пом.82",,,,,
,Предприятие :,ООО,"""С и Слон""",Руководитель,Неворошкин Алексей Владимирович,,
,"Российская Федерация, 302028, г. Орел, пер. Почтовый, д.16",Телефон:,49-83-77,Сов,ИНН,5753042979,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,66,10/24/2007,10/24/2012,Кол-во объектов,1,
,Наименование объекта,Адрес объекта,,,,,
,"Кафе ""Студент и Слон""","Орловская область, г. Орел, Наугорское шоссе, д.5",,,,,
,Предприятие :,ООО,"""СОЮЗ""",Руководитель,Черкасов Владимир Николаевич,,
,"302040, Россия, г. Орел, ул. М.Горького, д.44, н/п 86",Телефон:,49-90-55,Зав,ИНН,5752037856,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,67,11/1/2007,11/1/2012,Кол-во объектов,1,
,Наименование объекта,Адрес объекта,,,,,
,"Кафе ""Beeroкратия""","Орловская обасть, г. Орел, ул. Максима Горького, д.44, пом.86",,,,,
,Страница,15,,,,,
,Предприятие :,ООО,"""Данко""",Руководитель,Данилова Нина Михайловна,,
,"303140, Россия, Орловская область, г. Болхов, ул.Ленина, д.28 б",Телефон:,  2-35-32,БолГ,ИНН,5704005082,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,69,11/12/2007,11/12/2008,11/12/2013,Кол-во объектов,1
,Наименование объекта,Адрес объекта,,,,,
,"Магазин ""Люкс""","Орловская область, Болховский район, г. Болхов, ул. Ленина, д.28б",,,,,
,Предприятие :,ООО,"""Визит""",Руководитель,Комарова Екатерина Егоровна,,
,"303930, РФ, Орловская область, Хотынецкий район, пгт Хотынец, ул. Ленина, ",Телефон:,  2-14-51,Хоты,ИНН,5726003931,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,71,11/21/2007,11/21/2012,Кол-во объектов,1,
,Наименование объекта,Адрес объекта,,,,,
,"Магазин ""Визит""","Орловская область, Хотынецкий район, пгт Хотынец, ул. Ленина, ",,,,,
,д.5,,,,,,
,Предприятие :,ООО,"ТД ""Залегощенский хлеб""",Руководитель,Воронов Евгений Александрович,,
,"Россия, 303560, Орловская область, Залегощенский район, пгт Залегощь, ул. ",Телефон:,  2-00-20,Зале,ИНН,5709003530,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,72,11/23/2007,11/23/2012,Кол-во объектов,1,
,Наименование объекта,Адрес объекта,,,,,
,"магазин №1""Золотой колос""","Орловская область, Залегощенский район, пгт Залегощь, ул. ",,,,,
,"М.Горького, 49",,,,,,
,Предприятие :,ОАО,"""Агрофирма Мценская""",Руководитель,Жернов Николай Александрович,,
,"303023, РФ, Орловская область, Мценский район, с.Сергиевское",Телефон:,  5-24-09,Мцен,ИНН,5717060059,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,88,12/13/2007,12/13/2011,12/13/2012,Кол-во объектов,2
,Наименование объекта,Адрес объекта,,,,,
,магазин,"Орловская область, Мценский район, с.Отрадинское, д.17",,,,,
,магазин,"Орловская область, Мценский район, д. Первый Воин, ул. Ленина, ",,,,,
,д.31/1,,,,,,
,Предприятие :,ООО,"""РУКо""",Руководитель,Григорьев Дмитрий Дмитриевич,,
,"302028, г. Орел, ул. Ленина, д.17",Телефон:,43-39-87,Сов,ИНН,5753043595,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,86,12/18/2007,12/18/2012,Кол-во объектов,2,
,Наименование объекта,Адрес объекта,,,,,
,"Кафе ""Домик Лесника""","Орловская область, Хотынецкий район, д. Радовище",,,,,
,Предприятие :,ООО,"""Воскресенский""",Руководитель,Сенькин Александр Алексеевич,,
,"302001, г.Орел, пер.Воскресенский, д.7-4",Телефон:,43-54-14,Зав,ИНН,5752021849,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,95,12/25/2007,12/25/2012,Кол-во объектов,1,
,Наименование объекта,Адрес объекта,,,,,
,"Ресторан ""Алтын бай""","г. Орел, ул. Красноармейская, д.8",,,,,
,Предприятие :,ООО,"""Тандем""",Руководитель,Левина Татьяна Сергеевна,,
,"РФ, 303980, Орловская область, Сосковский район, с. Сосково, пер. ",Телефон:,  2-16-79,Соск,ИНН,5723002150,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,81,12/25/2007,12/25/2011,12/25/2012,Кол-во объектов,2
,Наименование объекта,Адрес объекта,,,,,
,"магазин ""Татьяна""","Орловская область, Сосковский район, с. Сосково, пер. ",,,,,
,"Первомайский, д.6",,,,,,
,"магазин ""Татьяна""","Орловская область, Сосковский район, с. Сосково, ул. ",,,,,
,"Кооперативная, д.2",,,,,,
,Страница,16,,,,,
,Предприятие :,ООО,"""ВЕНЕЦИЯ""",Руководитель,Демидова Валентина Николаевна,,
,"Россия, Орловская область, г. Ливны, ул. Октябрьская, д.92",Телефон:,  3-21-46,ЛивГ,ИНН,5702009187,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,94,12/28/2007,12/28/2012,Кол-во объектов,1,
,Наименование объекта,Адрес объекта,,,,,
,"Кафе ""ВЕНЕЦИЯ""","Орловская область, г. Ливны, ул. Октябрьская, д.92",,,,,
,Предприятие :,ООО,"""Гермес Плюс""",Руководитель,Гусаков Николай Иванович,,
,"302043, г. Орел, ул. Комсомольская, д.247",Телефон:,72-17-82,Зав,ИНН,5752043592,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,87,12/28/2007,12/28/2012,Кол-во объектов,3,
,Наименование объекта,Адрес объекта,,,,,
,"магазин ""Торговая Горка""","Орловская область,  г.Ливны, ул.Заливенская, д.63",,,,,
,"магазин ""Сытый и пряный""","Орловская область, г. Ливны, ул. Октябрьская, д.7",,,,,
,"магазин ""Сытый и пряный""","Орловская область, г. Ливны, ул. Мира, д.184 А",,,,,
,Предприятие :,ООО,"""Посад""",Руководитель,Багрова Нелля Николаевна,,
,"303036, Россия, Орловская область, г. Мценск, мкр. Коммаш",Телефон:,МцеГ,ИНН,5703011020,,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,89,12/28/2007,12/28/2012,Кол-во объектов,1,
,Наименование объекта,Адрес объекта,,,,,
,"Магазин ""Посад""","Орловская область, г. Мценск, мкр-н Коммаш",,,,,
,Предприятие :,ООО,"""Тихий океан +""",Руководитель,Бабенков  Александр Леонидович,,
,"302028, г. Орёл, ул. Пионерская, д.7",Телефон:,76-04-63,Сов,ИНН,5753043683,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,1,1/11/2008,1/11/2012,1/11/2013,Кол-во объектов,2
,Наименование объекта,Адрес объекта,,,,,
,"магазин ""Престиж""","Орловская область, г. Орел, ул. Полярная, д. 9а",,,,,
,"магазин ""Тихий океан""","Орловская область, г. Орел, ул. Пионерская, д.7",,,,,
,Предприятие :,ООО,"""Березка""",Руководитель,Бутенина Любовь Ивановна,,
,"303340, Орловская область, пгт Глазуновка, ул. Железнодорожная, 10б",Телефон:,Глаз,ИНН,5706004990,,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,2,1/15/2008,1/15/2012,1/15/2013,Кол-во объектов,1
,Наименование объекта,Адрес объекта,,,,,
,"магазин ""Березка""","Орловская область, пгт Глазуновка, ул. Железнодорожная, 10 б",,,,,
,Предприятие :,ООО,"""Фея""",Руководитель,Булыгина Нина Васильевна,,
,"Россия, 302010, г.Орел, ул.Комсомольская, д. 356а",Телефон:,33-35-89,Зав,ИНН,5752012386,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,6,1/24/2008,1/24/2013,Кол-во объектов,1,
,Наименование объекта,Адрес объекта,,,,,
,Закусочная,"г.Орел,ул.Комсомольская, д.356 ""а""",,,,,
,Предприятие :,ЗАО,"""Илиада""",Руководитель,Афонина Татьяна Викторовна,,
,"302004, Россия, г.Орел, ул.Ливенская,  д.18""а""",Телефон:,55-18-03,Жел,ИНН,5751018917,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,3,1/25/2008,1/25/2013,Кол-во объектов,1,
,Наименование объекта,Адрес объекта,,,,,
,"кафе ""Вершина""","Орловская область, г. Орел, ул. Ливенская, д.18 ""а""",,,,,
,Предприятие :,ООО,"""Прома""",Руководитель,Егоров Сергей Анатольевич.,,
,"302027, г.Орел,  ул.Лескова, д.19",Телефон:,41-54-95,Сов,ИНН,5753023493,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,12,1/29/2008,1/29/2013,Кол-во объектов,1,
,Наименование объекта,Адрес объекта,,,,,
,"магазин ""Продукты""","Орловская область, г.Орел, ул.Комсомольская, д.308 ""г""",,,,,
,Страница,17,,,,,
,Предприятие :,ООО,"""Орелтурист""",Руководитель,Шварев Вадим Владимирович,,
,"Россия, 302000, г.Орел,  ул.Ленина, д.36",Телефон:,43-50-40,Сов,ИНН,5753021390,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,13,2/1/2008,2/1/2013,Кол-во объектов,7,
,Наименование объекта,Адрес объекта,,,,,
,"Торговый павильон ""Лесной""","Орловская область, Орловский район, д. Киреевка",,,,,
,Закусочная №1,"г. Орел, ул. Ленина, д.36",,,,,
,"Бар ""Око""","г. Орел, ул. Ленина, д.36",,,,,
,"Ресторан ""Салют""","г.Орел, ул.Ленина, д.36",,,,,
,"Закусочная ""Акварель""","г.Орел, ул.Ленина, д.36",,,,,
,"Закусочная""Бистро""","г.Орел, ул.Ленина, д.36",,,,,
,закусочная №2,"г. Орел, ул. Ленина, д.36",,,,,
,Предприятие :,ООО,"""ТД ""Русьимпорт-Ока""",Руководитель,Попов Александр Мильевич,,
,"302025, Россия, г. Орел, Московское шоссе, д.137",Телефон:,49-51-95,Зав,ИНН,5752036965,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,10,2/13/2008,2/13/2013,Кол-во объектов,1,
,Наименование объекта,Адрес объекта,,,,,
,"Магазин ""ТД ""Русьиморт-Ока""","Орловская область, г. Орел, шоссе Московское, д.137, корп. 1, ",,,,,
,пом.51,,,,,,
,Предприятие :,ООО,"""Русские блины""",Руководитель,Гусарова Светлана Владимировна,,
,"Россия, Орловская область, г.Орёл, ул. 3-я Курская, д. 33 а",Телефон:,55-24-77,Жел,ИНН,5751030079,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,9,2/15/2008,2/15/2012,2/15/2013,Кол-во объектов,1
,Наименование объекта,Адрес объекта,,,,,
,"кафе ""Русский блин""","Орловская область, г.Орел, ул. 3-я Курская, д. 33а",,,,,
,Предприятие :,ООО,"""АВАНТАЖ""",Руководитель,Миронова Инна Александровна,,
,"302028, РФ, г. Орел, ул. Салтыкова-Щедрина, д.35, пом.4",Телефон:,45-71-52,Сов,ИНН,5753043115,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,27,2/29/2008,3/1/2013,Кол-во объектов,1,
,Наименование объекта,Адрес объекта,,,,,
,"Закусочная ""Коломбина""","Орловская область, г. Орел, ул. Салтыкова-Щедрина, д.35, пом. 4",,,,,
,Предприятие :,ООО,"""Провинция""",Руководитель,Макашова Ольга Евгеньевна,,
,"Российская Федерация, Орловская область, Должанский район, пгт. Долгое, ул.",Телефон:,  2-14-81,Долж,ИНН,5708003343,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,25,3/14/2008,3/14/2013,Кол-во объектов,1,
,Наименование объекта,Адрес объекта,,,,,
,"кафе ""Провинция""","Орловская область, Должанский район, пгт. Долгое, ул. ",,,,,
,Привокзальная,,,,,,
,Предприятие :,ООО,"""Левша""",Руководитель,Соловых Николай Николаевич,,
,"303140, Россия, Орловская область, г. Болхов, ул. Лесная площадь, 2б",Телефон:,  2-41-67,БолГ,ИНН,5704005220,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,28,3/19/2008,3/19/2013,Кол-во объектов,1,
,Наименование объекта,Адрес объекта,,,,,
,"Магазин ""Поляна""","Орловская область, Болховский район, г. Болхов, ул. Лесная ",,,,,
,"площадь, д.2б",,,,,,
,Предприятие :,ЗАО,"""Лазурит""",Руководитель,Попов Сергей Сергеевич,,
,"302024, г.Орел, ул.6-ой Орловской дивизии, д .10 ""а""",Телефон:,72-20-47,Зав,ИНН,5752002885,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,31,4/3/2008,4/3/2013,Кол-во объектов,2,
,Наименование объекта,Адрес объекта,,,,,
,"магазин ""Зареченский""","Орловская область, Орловский район, пос.Зареченский, ул. ",,,,,
,"Центральная, д.11",,,,,,
,Страница,18,,,,,
,Предприятие :,ООО,"""Капитал""",Руководитель,Енакий Татьяна Васильевна,,
,"302038, Россия, Орловская область, г. Орел, ул. Космонавтов, д3",Телефон:,36-19-94,Сев,ИНН,5754006758,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,30,4/7/2008,4/7/2013,Кол-во объектов,2,
,Наименование объекта,Адрес объекта,,,,,
,"Закусочная ""Pepperoni pizza""","Орловская область, г. Орел, ул. Космонавтов, д.3, пом. 16,17",,,,,
,Предприятие :,ПО,"""Моховое""",Руководитель,Фатеева Елена Николаевна,,
,"Россия, Орловская область, Залегощенский район, с.Моховое, ",Телефон:,  2-65-31,Зале,ИНН,5709003628,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,40,4/7/2008,4/7/2013,Кол-во объектов,13,
,Наименование объекта,Адрес объекта,,,,,
,"магазин ""Продукты"" №1","Орловская область, Залегощенский район, с.Моховое, ",,,,,
,"ул.Первомайская, д.2",,,,,,
,магазин ТПС №25,"Орловская область, Залегощенский район, д.Новооптушанка",,,,,
,магазин ТПС №22,"Орловская область, Залегощенский район, с.Ломовое",,,,,
,магазин ТПС №18,"Орловская область, Залегощенский район, д.Алешня",,,,,
,магазин ТПС №10,"Орловская область, Залегощенский район, д. Победное",,,,,
,магазин ТПС №8,"Орловская область Залегощенский район, д. Ржаное",,,,,
,"магазин ""Продукты"" №2","Орловская область, Залегощенский район, с. Моховое, ",,,,,
,"ул.Кооперативная, д.20",,,,,,
,магазин ТПС №28,"Орловская область, Залегощенский район, д.Ржавец",,,,,
,магазин ТПС №3,"Орловская область, Залегощенский район, с. Моховое, ул. ",,,,,
,"Кооперативная, д.44",,,,,,
,столовая,"Орловская область, Залегощенский район, с.Моховое ",,,,,
,"ул.Кооперативная, д.16",,,,,,
,"закусочная ""Улыбка""","Орловская область, Залегощенский район, с.Моховое, ",,,,,
,"ул.Первомайская, д.8",,,,,,
,магазин ТПС №29,"Орловская область, Залегощенский район, с.Золоторево",,,,,
,магазин ТПС №23,"Орловская область, Залегощенский район, с.Ломовое",,,,,
,Предприятие :,ООО,"""Ладушка""",Руководитель,Золоторев Юрий Алексеевич,,
,"РФ, Орловская область, Кромской район, пгт Кромы, ул. Карла Маркса, д.35",Телефон:,  2-25-61,Кром,ИНН,5714005437,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,37,4/9/2008,4/9/2011,4/9/2013,Кол-во объектов,1
,Наименование объекта,Адрес объекта,,,,,
,"Магазин ""Ладушка""","Орловская область, Кромской район, пгт Кромы, ул. Карла Маркса,",,,,,
, д.35,,,,,,
,Предприятие :,",","""Болхов-кооппродукты""",Руководитель,Гребенников Юрий Васильевич,,
,"303140, Орловская область, г.Болхов, ул.Добровольцев Урала, д.5",Телефон:,  2-10-53,Болх,ИНН,5704003335,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,36,4/10/2008,4/10/2013,Кол-во объектов,24,
,Наименование объекта,Адрес объекта,,,,,
,магазин ТПС,"Орловская область, Болховский район, с.Фатнево",,,,,
,магазин ТПС,"Орловская область, Болховский район, Сурьянинский с/с, с.Руднево",,,,,
,магазин ТПС,"Орловская область, Болховский район, с.Большая Чернь",,,,,
,магазин ТПС,"Орловская область, Болховский район, Новосинецкий с/с, ",,,,,
,д.Знаменское,,,,,,
,магазин ТПС,"Орловская область, Болховский район, Михневский с/с, с.Репнино",,,,,
,магазин ТПС,"Орловская область, Болховский район, Однолуцкий с/с, с.Однолуки",,,,,
,магазин ТПС,"Орловская область, Болховский район, д.Вязовая",,,,,
,магазин ТПС,"Орловская область, Болховский район, с .Струково",,,,,
,магазин ТПС,"Орловская область, Болховский район, д.Близна",,,,,
,магазин ТПС,"Орловская область, Болховский район, с.Борилово",,,,,
,магазин ТПС,"Орловская область, Болховский район, с.Щербово",,,,,
,магазин ТПС,"Орловская область, Болховский район, с.Кривчее",,,,,
,торговый павильон ТПС,"Орловская область, Болховский район, пос. Злынский Конезавод",,,,,
,магазин ТПС,"Орловская область, Болховский район, д.Новый Синец",,,,,
,магазин ТПС,"Орловская область, Болховский район, д.Козюлькина",,,,,
,магазин ТПС,"Орловская область, Болховский район, д.Пальчикова",,,,,
,"магазин ""Хлебопродукты""","Орловская область, с.Знаменское, ул. Ленина, д.51",,,,,
,магазин ТПС,"Орловская область, Знаменский район, с.Коптево",,,,,
,Страница,19,,,,,
,"магазин ""Сельхозпродукты""","Орловская область, с. Знаменское, ул. Кирова",,,,,
,магазин ТПС,"Орловская область, Знаменский район, д. Пешкова",,,,,
,магазин ТПС,"Орловская область, Знаменский район, с.Узкое",,,,,
,магазин ТПС,"Орловская область, Знаменский район, с.Ждимир",,,,,
,магазин ТПС,"Орловская область, Знаменский район, д.Ивановское",,,,,
,Предприятие :,ООО,"""Визит""",Руководитель,Зюганов Дмитрий Иванович,,
,"302530, Россия, Орловская область, Орловский район, д. Дубовая Роща, ул. ",Телефон:,40-10-25,Орло,ИНН,5720014743,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,32,4/10/2008,4/10/2012,4/10/2013,Кол-во объектов,1
,Наименование объекта,Адрес объекта,,,,,
,"Торговый павильон ""ВИЗИТ""","Орловская область, Орловский район, Жиляевский с/с, д. Дубовая ",,,,,
,"Роща, ул. Цветочная, д.10",,,,,,
,Предприятие :,ПО,"""Исток""",Руководитель,Михонова Галина Николаевна,,
,"303340, Орловская область, Глазуновский район, пгт Глазуновка, ул. Ленина, ",Телефон:,  2-11-81,Глаз,ИНН,5706005105,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,41,4/15/2008,4/15/2013,Кол-во объектов,1,
,Наименование объекта,Адрес объекта,,,,,
,"Магазин ""Супермаркет ""Исток""","Орловская область, пгт Глазуновка, ул. Ленина, 37",,,,,
,Предприятие :,ООО,"""Анна""",Руководитель,Шалимова Нина Ивановна,,
,"303813, Орловская область, Ливенский район, д. Покровка Вторая, ул. ",Телефон:,Ливе,ИНН,5715005221,,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,34,4/18/2008,4/18/2013,Кол-во объектов,1,
,Наименование объекта,Адрес объекта,,,,,
,"Магазин ""Анна""","Орловская область, Ливенский район, д. Покровка Вторая, ул. ",,,,,
,"Молодежная, д.15, пом.30",,,,,,
,Предприятие :,",",Глазуновское РАЙПО,Руководитель,Михонова Галина Николаевна,,
,"303340, Орловская область, пгт.Глазуновка, ул.Ленина, д.31",Телефон:,  2-11-81,Глаз,ИНН,5706000139,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,45,4/21/2008,4/21/2013,Кол-во объектов,19,
,Наименование объекта,Адрес объекта,,,,,
,Магазин №30 ТПС,"Орловская область, Глазуновский район, с.Сеньково",,,,,
,Магазин №35 ТПС,"Орловская область, Глазуновский район, с.Богородское",,,,,
,Магазин №37 ТПС,"Орловская область, Глазуновский район, с.Гнилуша",,,,,
,Магазин №39 ТПС,"Орловская область, Глазуновский район, Медведевское с/п, ",,,,,
,д.Гремячево,,,,,,
,Магазин №45 ТПС,"Орловская область, Глазуновский район, Отрадинский с/с,  ",,,,,
,д.Старополево,,,,,,
,"Закусочная ""Пельменная""","Орловская область, Глазуновский район, пгт Глазуновка, ",,,,,
,"ул.Ленина, д.81",,,,,,
,Столовая,"Орловская область, пгт Глазуновка, ул.Ленина, д.27",,,,,
,Магазин №23 ТПС,"Орловская область, Глазуновский район, Сеньковское с/п, д. ",,,,,
,Степная,,,,,,
,"Павильон ""Пиво-воды""","Орловская область, пгт Глазуновка, ул.Ленина, д.27",,,,,
,"Магазин ""На Молодежной""","Орловская область, пгт Глазуновка, ул. Молодежная, д.3",,,,,
,Магазин №19 ТПС,"Орловская область, Глазуновский район, д.Новополево",,,,,
,Магазин №15 ТПС,"Орловская область, Глазуновский район, д.Васильевка",,,,,
,Магазин №27 ТПС,"Орловская область, Глазуновский район, с.Тагино",,,,,
,Магазин №21 ТПС,"Орловская область, Глазуновский район, с.Архангельское",,,,,
,Магазин №13 ТПС,"Орловская область, Глазуновский район, с.Красная Слободка",,,,,
,"Магазин ""Вечерний""","Орловская область, пгт Глазуновка, ул.Ленина, д.37",,,,,
,"Магазин №5 ""Продукты""","Орловская область, пгт Глазуновка, ул.Ленина, д.103 а",,,,,
,Магазин №17 ТПС,"Орловская область, Глазуновский район, д.Кунач",,,,,
,Магазин №28 ТПС,"Орловская область, Глазуновский район, Тагинское с/п, п.Тагинский",,,,,
,Предприятие :,ООО,"""Жемчужина""",Руководитель,Сидорова Евгения Викторовна,,
,"302027, РФ, Орловская область, г. Орел, ул. Цветаева, д.44а, пом.№1",Телефон:,Сов,ИНН,5753041295,,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,38,4/25/2008,4/25/2013,Кол-во объектов,1,
,Наименование объекта,Адрес объекта,,,,,
,"торговый павильон ""Жемчужина""","Орловская область, г. Орел, ул. Цветаева, д.44а, пом.№1",,,,,
,Страница,20,,,,,
,Предприятие :,ООО,"""АлексГрупп""",Руководитель,Лунева Наталья Викторовна,,
,"302025, г. Орел, Московское шоссе, д.137",Телефон:,73-95-93,Сев,ИНН,5754006821,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,49,4/28/2008,4/28/2013,Кол-во объектов,1,
,Наименование объекта,Адрес объекта,,,,,
,"магазин ""Любимый""","Орловская область, г. Орел, ул. Раздольная, д.49",,,,,
,Предприятие :,ООО,"""Прима-Люкс""",Руководитель,Рябинкин Валентин Павлович,,
,"303030, Россия,  Орловская обл., г.Мценск, ул.Тургенева д.194 ""а"", магазин ",Телефон:,  2-48-00,МцеГ,ИНН,5703003420,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,44,5/7/2008,5/7/2013,Кол-во объектов,3,
,Наименование объекта,Адрес объекта,,,,,
,"магазин ""Продукты""","Орловская область,г.Мценск, ул.Тургенева, д.194""а""",,,,,
,"магазин ""Гранд""","Орловская область,г.Мценск, Орловская пл., д.5",,,,,
,"магазин ""Гранд""","Орловская область,г.Мценск, ул. Кузьмина, д. 27",,,,,
,Предприятие :,ООО,"""РосМаркет""",Руководитель,Невров Александр Владимирович,,
,"Россия, Орловская область, г. Орел, Московское шоссе, д. 56",Телефон:,Сев,ИНН,5754006557,,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,47,5/15/2008,5/15/2013,Кол-во объектов,1,
,Наименование объекта,Адрес объекта,,,,,
,"кафе ""Саншайн""","г.Орел, Московское шоссе, д.56",,,,,
,Предприятие :,ООО,Гейзер,Руководитель,Капустин Юрий Владимирович,,
,"303030, Орловская обл., г.Мценск, ул. Советская, д. 43/1",Телефон:,  4-09-04,МцеГ,ИНН,5703009479,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,46,5/15/2008,5/15/2013,Кол-во объектов,1,
,Наименование объекта,Адрес объекта,,,,,
,кафе,"Орловская обл., г.Мценск, ул.Советская, д.43/1",,,,,
,Предприятие :,ПО,Кооператор,Руководитель,Пентюхов Андрей Иванович,,
,"303850, Орловская обл., г. Ливны, ул. Дружбы Народов, д. 122",Телефон:,  2-15-09,ЛивГ,ИНН,5702007510,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,48,5/18/2008,5/18/2013,Кол-во объектов,1,
,Наименование объекта,Адрес объекта,,,,,
,"магазин ""Кооператор""","Орловская область, г.Ливны ул.Дружбы Народов, д.122",,,,,
,Предприятие :,ООО,Мельник,Руководитель,Саркисов Алексей Меликович,,
,"Российская Федерация, Орловская область, Свердловский район, ",Телефон:,55-54-04,Свер,ИНН,5722003176,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,50,5/20/2008,5/20/2013,Кол-во объектов,1,
,Наименование объекта,Адрес объекта,,,,,
,"кафе ""Хижина""","Орловская область, г.Орел, ул. Московская, д.155",,,,,
,Предприятие :,ООО,"""Белый парус""",Руководитель,Магутцкий Олег Юрьевич,,
,"Россия, г. Орел, ул. Пролетарская Гора, д.11",Телефон:,73-16-25,Сов,ИНН,5753033580,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,54,5/27/2008,5/27/2013,Кол-во объектов,1,
,Наименование объекта,Адрес объекта,,,,,
,"Ресторан ""Очарованный странник""","Орловская область, г. Орел, ул. Максима Горького, 23, пом.1",,,,,
,Предприятие :,ООО,"""Прайд""",Руководитель,Портнов Алексей Геннадьевич,,
,"302527, РФ, Орловская область, Орловский район, д. Становое, д.76",Телефон:,Орло,ИНН,5720014550,,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,53,6/10/2008,6/10/2013,Кол-во объектов,2,
,Наименование объекта,Адрес объекта,,,,,
,"Магазин ""Прайд""","Орловская область, Орловский район, Становской с/с, д. ",,,,,
,"Становое, д.76",,,,,,
,Страница,21,,,,,
,Предприятие :,ПО,"""ОБЩЕПИТ""",Руководитель,Богатых Татьяна Вениаминовна,,
,"303850, Орловская область, г. Ливны, ул. Дружбы Народов, д. 122",Телефон:,  2-15-09,ЛивГ,ИНН,5702007214,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,63,8/6/2008,8/6/2013,Кол-во объектов,7,
,Наименование объекта,Адрес объекта,,,,,
,"ресторан ""Былина""","Орловская область, г.Ливны, пл.Пролетарская, д.11",,,,,
,"кафе ""Березка""","Орловская область, г. Ливны, ул. Курская, д. 263-а",,,,,
,закусочная,"Орловская область,г.Ливны,ул. Курская, д.1-б",,,,,
,закусочная,"Орловская область,Ливенский район, д. Росстани, мкр-н ",,,,,
,"Совхозный, д.9",,,,,,
,закусочная,"Орловская область, Ливенский район, с. Успенское,ул.Мира,4",,,,,
,закусочная,"Орловская область,Ливенский район, с. Речица,ул.Центральная, ",,,,,
,50-а,,,,,,
,закусочная,"Орловская область,Ливенский район,с. Коротыш,ул.Заводская,1-а",,,,,
,Предприятие :,ООО,"""ТД  Хлеб""",Руководитель,Зорина Надежда Владимировна,,
,"303140, Россия, Орловская область, г.Болхов, ул.Тургенева, д.82",Телефон:,  2-06-80,БолГ,ИНН,5704004498,
,Лицензия:,Срок действия,Дата переоформления,,,,
