Городской округ Саранск,,,,,,,,,,,,
К-во,Регис-,Серия,"Наименование организации,",,Адреса,Кол - тво,Срок ,№ ,Дата,,Ф.И.О. ,
ор-,тра-,лицензии,"юридический адрес, почтовый адрес",,торговых объектов,торговых,действия,"телефона,",приоста-,,руководителя (учредителя),
гани,цион-,,,,,объектов,лицензииё,факс,новки и,,,
за,ный,,,ИНН,,,,,возобнов-,,,
ций,№,,,ОГРН,,,,,ления,,,
в,лицен-,,,,,,,,лицензии,,,
р-не,зии,,,,,,,,,,,
,,,,,"магазин ""Продукты"", с. Лада, ул. Ленинская, 2, Ичалковский",,,,,,,
,,,,,"магазин ""Лапочка"", с. Ведянцы, ул. Толстого, 2, Ичалковский",,,,,,,
,,,,,"магазин ""Продукты"", с. Гуляево, ул. Советская, 1, Ичалковский",,,,,,,
,,,,,"магазин ""Продукты"", п. Октябрьский, ул. Советская, 3, Ичалковский",,,,,,,
,,,,,"магазин ""Продукты"", с. Кемля, Советская пл., 17, Ичалковский район",,,,,,,
,,,,,"магазин ""Продукты"", с. Ичалки, ул. Кривошеева, 87 а",,,,,,,
,,,,,"магазин ""Продукты"", с. Кемля, ул. Советская, 195 а, Ичалковский район",,,,,,,
,,,,,"м-н п. Кр. Узел, ул. Новая, 3а, Ромодановский район",,,,,,,
,,,,,"м-н ""Продукты"", п. Ромоданово, ул. Садовая, 43а",,,,,,,
,,,,,"магазин ""Продукты"", п. Ромодановский район, с. Анненково, ул. Новая, 9",,,,,,,
,,,,,"магазин ""Продукты"", п. Ромоданово, ул. Первомайская, 51",,,,,,,
,,,,,"м-нс. Жуково, ул. Почтовая, 6а, Торбеевский район",,,,,,,
,,,,,"м-н п. Красноармейский, ул. Центральная, 15, Торбеевский район",,,,,,,
,,,,,"магазин ""Продукты"", с. Луньга, ул. Центральная, 35, Ардатовский",,,,,,,
,,,,,"магазин ""Продукты"", с. Лун. Майдан, ул. К.Маркса, 22, Ардатовский",,,,,,,
,,,,,"магазин ""Продукты"", с. Низовка, ул. Школьная, 38, Ардатовский район",,,,,,,
,,,,,"магазин ""Продукты"", п. Тургенево, ул. Шмидта, 1, Ардатовский район",,,,,,,
,,,,,"магазин ""Продукты"", с. Баево, ул. Нефедова, 119, Ардатовский район",,,,,,,
,,,,,"магазин ""Продукты"", с. Мамолаево, ул. Мичурина, 9, Ковылкинский",,,,,,,
,,,,,"магазин ""Продукты"", с. Н.Лепьево, ул. Мичурина, 65а, Ковылкинский",,,,,,,
,,,,,"магазин, п. Потьма, ул. Красноармейская, 10а, З.Полянский район",,,,,,,
,,,,,"магазин ""Максим"", с. Красино, ул. Центральная, 116, Дубенский район",,,,,,,
,,,,,"магазин ""Максим 2"", с. Петровка, ул. К.Маркса, 130, Дубенский район",,,,,,,
1,204,13 РМ,"ООО ""Феникс-Н"" г. Саранск, ул. Семашко, 8, 1",1327010954,"м-н ""Продукты"", г. Саранск, ул. Миронова, 1, пом. 1",5,29/06/12,75-65-69,,,Найденышев Владислав Серафимович,
,,000095,Всего - 23,1101327001258,"магазин ""Продукты"", г. Саранск, Лямбирское ш., 21, пом. 1",,29/06/13,,,,,
,,,,,"магазин ""Березка"", г. Саранск, с. Горяйновка, ул. Центральная, 46",,,,,,,
,,,,,"магазин ""Продукты"", г. Саранск, п. Ялга, пер. Вокзальный, 5",,,,,,,
,,,,,"магазин ""Меркурий"", г. Саранск, пр. 50 лет Октября, 6, пом. 5",,,,,,,
,,,,,"магазин №1, с. Поводимово, ул. Ленина, 24, Дубенский район",,,,,,,
,,,,,"магазин №2, с. Дубенки, ул. Луговая, 3а",,,,,,,
,,,,,"бар ""Малибу"", с. Поводимово, ул. Ленина, 24, Дубенский район",,,,,,,
,,,,,"закусочная ""Восход"", г. Рузаевка, ул. Калинина-ул. Луговая",,,,,,,
,,,,,"закусочная ""Вояж"", г. Рузаевка, ул. Юрасова, 17",,,,,,,
,,,,,"магазин ""Продукты"", г. Рузаевка, ул. Космодемьянской, 104",,,,,,,
,,,,,"магазин ""Продукты"", г. Рузаевка, ул. Космодемьянской, 57а",,,,,,,
,,,,,"магазин, с. Ельники, ул. Ларина, 18",,,,,,,
,,,,,"магазин ""Витязь"", с. Булгагово, ул. Центральная, 2, Кочкуровский район",,,,,,,
,,,,,"магазин ""Продукты"", с. Кочкурово, ул. Калядина, 56",,,,,,,
,,,,,"кафе-бар, с. Кочкурово, ул. Калядина, 56",,,,,,,
,,,,,"магазин ""Меркурий"", с. Ст. Шайгово, ул. Рабочая, 18",,,,,,,
,,,,,"магазин № 3, с. Ст. Шайгово, ул. Кирова, 1",,,,,,,
,,,,,"магазин ""Дионис"", п. Кадошкино, ул. Заводская",,,,,,,
,,,,,"магазин ТПС, с. Адашево, ул. Ленина, 1, Кадошкинский район",,,,,,,
,,,,,"магазин, п. Ромоданово, ул. Советская, 60",,,,,,,
,,,,,"магазин, п. Ромоданово, ул. Миронова, 41а",,,,,,,
,,,,,"магазин, с. Лямбирь, ул. Садовая, 3в",,,,,,,
1,273,13 МЕ,"ООО ""Прогресс"" г. Саранск, пр. 60 лет",1327010979,"кафе ""Проспект"", г. Саранск, пр. 60 лет Октября, 18, стр.1",1,28/07/11,89276419875,,,Тюрин Сергей Яковлевич,
,,001737,"Октября, 18, стр. 1",1101327001270,,,28/07/12,89271831952,,,,
1,77,13 МЕ,"ООО ""Эльбрус"" г. Саранск, пр. 70 лет",1328002040,"м-н ""Эверест"", г. Саранск, ул. Гожувская, 24а",9,16/04/12,89276423838,,,Пьянзин Игорь Николаевич,
,,002004,"Октября, 86а",1101328000333,"м-н ""Продукты"", г. Саранск, ул. Косарева (ост. ""Рынок ""Заречный"")",,30/08/13,30-23-89,,,,
,,,,,"м-н ""Продукты"", г. Саранск, ул. Ярославская, 12",,,,,,,
,,,,,"м-н ""Продукты"", г. Саранск, ул. Севастопольская, 68а",,,,,,,
,,,,,"магазин ""Эверест"", г. Саранск, ул. Веселовского, 35",,,,,,,
,,,,,"магазин ""Эверест"", г. Саранск, ул. Веселовского, 4",,,,,,,
,,,,,"магазин ""Продукты"", г. Саранск, ул. Косарева, 96а",,,,,,,
,,,,,"магазин ""Эверест"", г. Саранск, ул. Сущинского, 15",,,,,,,
,,,,,"магазин ""Эверест"", г. Саранск, пр. 60 лет Октября, 95",,,,,,,
1,157,13 МЕ,"ООО ""Универсал-С"", г. Саранск, пр. 60 лет",1327004260,"м-н ""Русь-2"", г. Рузаевка, Новобазарная пл., 1",1,30/05/11,89272760726,,,Пеганова Лариса Романовна,
,,001611,"Октября, 81",1071327000997,"ресторан ""Белый медведь"", г. Саранск, ул. Большевистская, 60",,30/09/12,23-35-53,,,Бояркин Владимир Николаевич,
1,394,13 МЕ,"ООО ""Бакарди"", г. Саранск, ул. Пролетарская, 130а",1326216720,"м-н ""Лагуна"", г. Саранск, ул. Гагарина, 89",1,30/11/11,89276404385,,,Чукуров Евгений Николаевич,
,,001870,,1101326002821,,,30/11/12,35-63-40,,,,
1,280,13 МЕ,"ООО ""Капитал-Инвест"", г. Саранск, ул.",1326198887,"бар, г. Саранск, ул. Хмельницкого, 28",1,23/12/10,27-06-42,,,Мкоян Рафаэль Кирогозович,
,,001421,"Крупской, 29",1061326024693,,,23/12/15,,,,,
1,01,13 МЕ,"ООО ""Нива"", г. Саранск, п. Ялга, ул. Мичурина, 5",1328907401,"м-н ""Продукты"", г. Саранск, п. Ялга, ул. Пионерская, 37",1,16/01/12,25-45-50,,,Донейкин Валерий Викторович,
,,001920,,1071328002184,,,16/01/13,,,,Милешина Ю.,
1,63,13 МЕ,"ООО ""Трейдинг"", г. Саранск, ул. Лесная, 2а",1326147530,"магазин ""Продукты"", г. Саранск, ул. Комарова, 2б, стр. 1",1,30/03/11,47-34-78,,,Никитченко Игорь Викторович,
,,001507,,1021300981052,,,30/03/14,89179964091,,,Шикаев Сергей Викторович,
1,85,13 МЕ,"ООО ""Лагуна"", г. Саранск, ул. Невского, 101б",1326217794,"магазин ""Продукты"", г. Саранск, ул. Косарева, 13а",1,16/04/12,89375181633,,,Рубанищева Надежда Сергеевна,
,,002012,,1111326000356,,,16/04/13,25-14-30,,,,
1,116,13 МЕ,"ООО ""Славянка"", г. Саранск, ул. Полежаева,",1326218011,"магазин ""Байкал"", г. Саранск, пр. 60 лет Октября, 129",2,15/05/12,23-33-41,,,Павлова Елена Николаевна,
,,002045,22,1111326000576,"магазин, г. Саранск, ул. Полежаева, 22",,15/05/13,23-39-41,,,,
1,199,13 РМ,"ООО ""Фармос"", г. Саранск, пр. 60 лет",1315099690,"кафе ""Золотое руно"", г. Саранск, пр. 60 лет Октября, 113",1,29/06/12,75-55-56,,,Алямкин Владимир Иванович,
,,000090,"Октября, 113",1021301063222,,,29/06/13,89271765222,,,Федотова Екатерина Сергеевна,
1,354,13 МЕ,"ООО ""Свежий хлеб"" г. Саранск, ул.",1326218244,"м-н ""Свежий хлеб"" г. Саранск, ул. Энгельса, 11",8,31/10/11,35-50-16,,,Осипов Сергей Михайлович,
,,001828,"Энгельса, 11",1111326000785,"м-н № 6 ""Свежий хлеб"" г. Саранск, ул. Серадзская, 27",,30/05/16,89271911054,,,Юсупова Екатерина Александровна,
,,,,,"м-н № 7 ""Свежий хлеб"" г. Саранск, ул. Энгельса, 17",,,,,,,
,,,,,"м-н № 11 ""Свежий хлеб"" г. Саранск, ул. Пушкина, 46",,,,,,,
,,,,,"м-н № 4 г. Саранск, ул. Расковой, 32а",,,,,,,
,,,,,"м-н №8 ""Свежий хлеб"" г. Саранск, ул. Гагарина, 30а",,,,,,,
,,,,,"магазин ""Свежий хлеб"" №8, г. Саранск, ул. Веселовского, 62а",,,,,,,
,,,,,"магазин ""Свежий хлеб"" №10, г. Саранск, ул. Победы, 13",,,,,,,
1,316,13 МЕ,"ООО ""Талер"", г. Саранск, ул. Промышленная, 39а",1326208461,"павильон, г. Саранск, ул. 1-ая Промышленная, 39а",2,30/05/11,29-26-00,,,Никитченко Станислав Викторович,
,,001783,,1081326004099,"павильон, г. Саранск, ул. 2-ая Промышленная, 7",,30/05/14,89179964091,,,Шикаев Сергей Викторович,
1,25,13 МЕ,"ООО ""Продукт-сервис"", г. Н.Новгород, ул.",5262066858,"магазин ""EUROSPAR"", г. Саранск, ул. Энгельса, 26",2,20/02/12,89176979106,,,Шершнева Оксана Владимировна,
,,001949,"Голубева, 1",1025203733257,"магазин ""EUROSPAR"", г. Саранск, ул. Пролетарская, 118",,03/06/16,88312800722,,,Кузнецова Оксана Алексеевна,
1,150,13 РМ,"ООО ""Семья"", г. Саранск, ул. Зелинского, 19",1328003011,"магазин ""Рыба"", г. Рузаевка, ул. Менделеева, 4",,15/06/12,89279790220,,,Балныкина Наталья Дмитровна.,
,,000033,,110132800119,,,15/06/13,,,,,
1,284,13 МЕ,"ООО ""Биосервис"", г. Саранск, ул. Строительная, 1",1327006130,"столовая, г. Саранск, ул. Строительная, 3",2,15/08/11,,,,Пузанова Ольга Борисовна,
,,001750,,,"столовая, г. Саранск, ул. Васенко, 15 а",,15/08/12,,,,,
1,401,13 МЕ,"ООО ""Два шага"", г. Саранск, ул. 2-ая Промышленная, 7",1327013112,"магазин ""Продукты"", с. Ичалки, ул. Школьная, 47а",,15/12/11,88412548470,,,Цыпелев Сергей Николаевич,
,,001878,,1111327000840,"магазин ""Продукты"", с. Ичалки, ул. Интернациональная, 42",,30/08/12,,,,Юрченко Юрий Владимирович,
,,,,,"магазин ""Продукты"", с. Анненково, ул. Новая, 30а, Ромодановский район",,,,,,,
,,,,,"магазин, п. Кадошкино, ул. Володарского, 50",,,,,,,
,,,,,"магазин, п. Кадошкино, ул. Болдино, 3г",,,,,,,
1,296,13 МЕ,"ООО ""Заря-плюс"" г. Саранск, ул. Бибиной, 18",1328905323,"кафе ""Заря"" г. Саранск, ул. Бибиной, 18",2,30/08/11,55-22-31,,,Бакаев Олег Семенович,
,,001763,Всего - 3,1061328009082,"пав-он №1(до 15%) г. Саранск, п. Луховка, ул. Рабочая, 22а (ремз)",,30/08/12,55-22-33,,,,
,,,,,"магазин ""Продукты"", п. Кадошкино, ул. Светотехническая, 6",,,30-25-81,,,,
1,37,13 МЕ,"ООО фирма ""СТЕК"", г. Саранск, п. Луховка,",1328042740,"магазин ""Продукты"", г. Саранск, п. Луховка, ул. Советская, 64а",3,11/03/12,25-75-12,,,Костин Юрий Николаевич,
,,001962,"ул. Октябрьская, 28",1021301114890,"магазин ""Продукты"", г. Саранск, с. Макаровка, ул. Ленинградская, 1а",,30/08/12,30-44-20,,,,
,,,,,"магазин ""Продукты"", г. Саранск, с. Куликовка, ул. Крупская, 82",,,,,,,
1,134,13 РМ,"ООО ""Шоутайм"", г. Саранск, пр. 60 лет Октября, ",1327013592,"магазин, г. Саранск, пр. 60 лет Октября, 81",1,29/05/12,89279717400,,,Вороновская Светлана Романовна,
,,000016,"ул. Войнова, 2, корп., 8, 21",1111327001301,,,30/08/12,89272743828,,,Солодовникова Елена Генадьевна,
1,327,13 МЕ,"ООО ""Город-С"", г. Саранск, ул. Коммунистическая, 35",1326218646,"бар, г. Саранск, ул. Коммунистическая, 35",1,30/09/11,28-25-21,,,Чуваткина Людмила Анатольевна,
,,001797,,1111326001214,,,30/09/14,,,,,
1,337,13 МЕ,"ООО ""Катакана"", г. Саранск, пр. Ленина, 29",1326218808,"кафе ""Катакана"", г. Саранск, пр. Ленина, 29 (Киномакс)",1,14/10/11,23-15-10,,,Акишева Алеся Викторовна,
,,001807,,1111326001423,,,14/10/16,,,,Денисова Светлана Александровна,
1,345,13 МЕ,"ООО ""Ресторанъ на Московской"", г. Саранск,",1326219784,"ресторан, г. Саранск, ул. Московская, 14",1,19/10/11,23-40-56,,,Казаков Рамис Умярович,
,,001819,"ул. Московская, 14",1111326002853,,,19/10/12,89271930060,,,,
1,366,13 МЕ,"ООО ""Нумеросо"", г. Саранск, ул. Рабочая, 95а",1326219960,"суперсаркеи ""Перекресток"", г. Саранск, ул. Гагарина, 99а",1,15/11/11,23-28-20,,,Харабуров Олег Юрьевич,
,,001841,,1111326003029,,,15/11/16,,,,,
1,388,13 МЕ,"ООО ""Самурай"", г. Саранск, ул. Пролетарская, 77",1326220109,"кафе ""Самурай"", г. Саранск, пр. 70 лет Октября, 77а",1,30/11/11,89272766123,,,Собалев Иван Павлович,
,,001864,,1111326003249,,,30/11/12,89176965589,,,,
1,61,13 МЕ,"ООО ""Али Баба"", г. Саранск, пер. Кирилова, 2б",1326219858,"кафе ""Али Баба"", г. Саранск, пр. Ленина, 28а",2,30/03/12,89271718866,,,Никишина Наталья Владимировна,
,,001988,,1111326002919,"кафе ""Венеция"", г. Саранск, пр. Ленина, 28а",,02/12/13,22-35-75,,,,
1,408,13 МЕ,"ООО ""Рыбная компания ""Тихий океан"",",1326218928,"магазин ""Тихий океан"", г. Саранск, ул. Рабочая, 70",1,15/12/11,89272768071,,,Полетаев Павел Александрович,
,,001885,"г. Саранск, ул. Рабочая, 173",1111326001539,,,15/12/13,,,,Приклонская Екатерина Александровна,
1,409,13 МЕ,"ООО ""Капитал"", г. Саранск, ул. Хмельницкого, 33",1326219110,"суши-бар ""Мируки"", г. Саранск, ул. Большевистская, 94",1,15/12/11,89272747888,,,Ильина Оксана Валерьевна,
,,001886,,1111326001820,,,15/12/14,,,,Куприянова Валентина Михайловна,
1,430,13 МЕ,"ООО ""Бизнес-квартал"", г. Саранск, пр. Ленина, 29",1328908099,"кафе ""Черное-белое"", г. Саранск, пр. Ленина, 29",1,27/12/11,23-15-10,,,Макаров Петр Александрович юрист,
,,001908,,1071328002899,,,27/12/12,,,,Акишева Алеся Викторовна,
1,432,13 МЕ,"ООО ""Экзито"", г. Саранск, ул. Рабочая, 95 а",1326220162,"магазин ""ГородОк"", г. Саранск, ул. Коваленко, 6 а",1,27/12/11,23-28-20,,,Купцова Елена Анатольевна,
,,001911,,1111326003392,,,27/12/16,,,,,
1,34,13 МЕ,"ООО ""Виночерпий"", г. Саранск, ул. Хмельницкого, 1 а",1326218702,"м-н ""Гранд"", г. Саранск, ул. Коммунистическая, 36",4,01/03/12,89279704433,,,Сподынец Евгений Евгеньевич,
,,001959,,1111326001302,"м-н ""Ботевград"", г. Саранск, ул. Ботевградская, 80",,27/12/16,47-30-75,                  ,,Бершак,
,,,,,"м-н ""Спутник"", г. Саранск, ул. Пролетарская, 42",,,,,,,
,,,,,"м-н ""Дружба"", г. Саранск, ул. Волгоградская, 139",,,,,,,
1,08,13 МЕ,"ООО ""Агрофирма ""Тавла"", г. Саранск,  ",1313094305,"м-н с. П.Тавла, ул. Школьная, 5а, Кочкуровский р-н",,30/01/12,2-46-50,пр.30.10.09,Ширманкин Николай Андреевич,,
,,001928,"ул. Энергетическая, 49",1021301120928,,,30/01/13,89053780240,в.18.11.09,,,
1,21,13 МЕ,"ООО ""Бизнес-Партнер"", г. Саранск, ул. Бибиной, 9",1328161681,"магазин ""Продукты"", г. Саранск, ул. Бибиной, 9",1,15/02/12,89603326802,,,Горелов Сергей Николаевич,
,,001942,,1021301117628,,,15/02/13,,,,,
1,33,13 МЕ,"ООО ""Юридическая компания ""ЛЕКС"", г. Саранск,",1327010866,"кафе ""Briori"", бар ""Otrium"", г. Саранск, ул. Пролетарская, 118 (ТЦ ""Планета"")",1,29/02/12,89279963888,,,Кемаева Екатерина Александровна,
,,001958,"ул. Строительная, 11",1101327001148,,,29.02.13,22-25-35,,,,
1,45,13 МЕ,"ООО ""Юленкова и К"" г. Саранск, ул. Советская, 60",1326199866,"буфет г. Саранск, ул. Советская, 60 (муздрамтеатр)",2,15/03/12,47-63-77,,,Юленкова Ирина Борисовна,
,,001971,,1071326000360,"буфет, г. Саранск, ул. Советская, 27",,15/03/13,89272759852,,,,
1,74,13 МЕ,"ООО ""РЕСПЕКТ"", г. Саранск, ул. Фурманова, 48",1326220839,"магазин ""Минимаркет"", г. Саранск, ул. Фурманова, 48, пом. 1",1,16/04/12,89603365892,,,Герасимов Иван Николаевич,
,,002001,,1121326000366,,,16/04/13,,,,,
1,83,13 МЕ,"ООО ""Ивгринаро"", г. Саранск, ул. Верещагина, 37 б",1326221166,"столовая, г. Саранск, Александровское ш., 3",1,16/04/12,24-35-10,,,Чубарова Наталья Николаевна,
,,002010,,1121326000707,,,16/04/13,,,,,
1,90,13 МЕ,"ООО ""Винторг"", г. Саранск, ул. 2-ая Промышленная, 3 а",1327015399,"м-н, г. Саранск, ул. Сущинского, 15б",5,16/04/12,56-50-35,,,Литвиненко Сергей Леонидович,
,,002017,Всего - 6,1121327000332,"м-н, г. Саранск, ул. Косарева, 13, корпус 3",,16/04/13,,,,,
,,,,,"м-н г. Саранск, ул. Косарева, 80",,,,,,,
,,,,,"м-н г. Саранск, ул. Энергетическая, 22",,,,,,,
,,,,,"м-н г. Саранск, ул. Комарова, 1 ",,,,,,,
,,,,,"м-н №5 ""Продукты"", с. Лямбирь, ул. Гражданская, 2б",,,,,,,
1,167,13 РМ,"ООО ""Мегаторг М"", г. Саранск, ул. Крупская, 29, оф. 6",1326220853,"магазин, с. Лямбирь, ул. Октябрьская, 95а",1,15/06/12,89375187721,,,Мукосеева Надежда Александровна,
,,000045,,1121326000388,"магазин ""Продукты"", с. Кочкурово, ул. Советская, 115а",,27/04/13,,,,,
,,,,,"магазин ""Свежий хлеб"", г. Саранск, ул. Ботевградская, 110",,,,,,,
1,103,13 МЕ,"ООО ""Фаворит-Алко"", г. Саранск, ул. Строительная, 11",1327008779,"магазин ""Продукты"", г. Саранск, пр. 50 лет Октября, 14",1,27/04/12,89093289010,,,Адамчик Алексей Александрович,
,,002030,,1091327001171,,,27/04/13,,,,Орлова Ольга Александровна,
1,108,13 МЕ,"ООО ""ЮрПродукт"", г. Саранск, ул. Большевистская, 2",1326221335,"кафе-бар ""Ротонда"", г. Саранск, ул. Большевистская, 2",1,27/04/12,37-48-32,,,Шляпников Юрий Васильевич,
,,002036,,112132000894,,,27/04/13,,,,,
1,109,13 МЕ,"ООО ""Премьер"", г. Рузаевка, ул. Ленина, 69",1324000299,"магазин, г. Саранск, ул. Полежаева, 53, пом. 6",1,27/04/12,89297479757,,,Томилин Дмитрий Владимирович,
,,002037,,1121324000159,,,27/04/13,,,,,
1,111,13 МЕ,"ООО ""Дьюти Фри-Пенза"", п. Мичуринский,",5829731604,"магазин ""Дьюти Фри-Пенза"", г. Саранск, ул. Хмельницкого, 75",1,04/05/12,20-32-30,,,Данилова Ирина Александровна,
,,002099,"пл. Сельская, 1, Пензенский район, Пензенская обл.",1105809001650,,,04/05/16,,,,,
1,121,13 РМ,"ООО ""Престиж"", г. Саранск, пер. Дачный, 2",1326220532,"ресторан ""Белый медведь"", г. Саранск, ул. Большевитская, 60",1,15/05/12,30-26-15,,,Неськина Юлия Ивановна,
,,000002,,1121326000047,,,15/05/13,,,,,
1,164,13 РМ,"ООО ""Светлана"", г. Саранск, ул. Пролетарская, 27, 44",1326220518,"магазин ""Желанный"", г. Саранск, ул. Советская, 180а",1,15/06/12,89050091305,,,,
,,000042,,1121326000025,,,15/06/13,,,,,
1,166,13 РМ,"ООО ""Пять звезд"", г. Саранск, ул. 1-ая Промышленная, 39а",1327014821,"магазин ""Маяк"", г. Саранск, ул. Расковой, 30а",3,15/06/12,29-26-00,,,Шикаев Сергей Викторович,
,,000044,,1111327002632,"магазин ""Суперпродукты"", г. Саранск, ул. Б.Хмельницкого, 33",,15/06/13,29-31-97,,,,
,,,,,"магазин ""Стрела"", г. Саранск, ул. Ботевградская, 80",,,,,,,
1,178,13 РМ,"ООО ""Виктория"" г. Краснослободск, ул. Спортив-",1314042050,"магазин ""Продукты"", г. Саранск, ул. Интернациональная, 66",1,29/06/12,2-44-31,,Ухоботова Тамара Ивановна,,
,,000068,"ная, 18 ",1021300766190,,,29/06/13,89271731123,,,,
1,201,13 РМ,"ООО ""Отрада плюс"", г. Саранск, ул. Ульянова, 22а",1328004826,"бар, г. Саранск, ул. Ульянова, 22 а",1,29/06/12,32-10-24,,,,
,,000092,,1111328002224,"закусочная, п. Ягодная Поляна, Старошайговский район",,29/06/13,89271759124,,,,
1,209,13 РМ,"ООО ""Дуэт"", г. Саранск, ул. Демлкратическая, 11, 52",1326222089,"м-н ""Дуэт"" г. Саранск, ул. Советская, 57",4,29/06/12,89271763331,,,Анисимов Александр Васильевич,
,,000094,,1121326001686,"м-н ""Дуэт"" г. Саранск, ул. Невского, 101",,29/06/14,47-63-79,,,,
,,,,,"пав-он №13 г. Саранск, ул. 2-ая Промышленная, 7",,,89276435069,,,,
,,,,,"магазин, г. Саранск, ул. Рабочая, 89",,,,,,,
,,,,,"магазин, с. Б. Березники, ул. Луначарского, 7",,,,,,,
,,,,,"м-н ""Океан"" с. Лямбирь, ул. Комсомольская, 57б",,,,,,,
,,,,,"магазин ""VIP-DUET"", г. Рузаевка, ул. Ленина, 33",,,,,,,
